"ID";"CIDADE TITULO";"Tipo";"Data";"UF";"Cidade/Região";"Quantidade de municípios";"Realizada";"Relatório";"Participantes Soc. Civil";"Participantes Poder Público";"Participantes Conselhos";"Participantes convidados";"Participantes Observadores";"Total Participantes";"Proposta Eixo 1";"Propostas Eixo 2";"Propostas Eixo 3";"Propostas Eixo 4";"Total de propostas";"Delegados Sociedade Civil";"Delegados Poder Público";"Delegados Conselhos";"Total de delegados"
1136;"Girau do Ponciano ";"Municipal";29/02/12;"AL";"Girau do Ponciano ";1;"SIM";"FINALIZADO";72;57;21;30;11;191;9;5;3;3;20;5;4;1;10
1137;"Inhambupe";"Municipal";29/02/12;"BA";"Inhambupe";1;"SIM";"FINALIZADO";39;92;10;5;5;151;6;5;6;3;20;4;3;1;8
1138;"Itatiba";"Municipal";29/02/12;"SP";"Itatiba";1;"SIM";"FINALIZADO";45;24;4;2;2;77;3;3;3;3;12;4;2;1;7
1139;"Jaciara";"Municipal";29/02/12;"MT";"Jaciara";1;"SIM";"FINALIZADO";16;12;2;0;0;30;1;1;1;1;4;3;1;1;5
1140;"Limoeiro";"Municipal";29/02/12;"PE";"Limoeiro";1;"SIM";"FINALIZADO";54;22;10;3;0;89;5;5;5;5;20;3;2;0;5
1141;"Mogi Guaçu";"Municipal";29/02/12;"SP";"Mogi Guaçu";1;"SIM";"FINALIZADO";3;5;2;4;2;16;2;3;2;2;9;0;1;0;1
1142;"Mongaguá";"Municipal";29/02/12;"SP";"Mongaguá";1;"SIM";"FINALIZADO";38;33;15;10;6;102;5;5;5;5;20;3;1;1;5
1143;"Nova Soure";"Municipal";29/02/12;"BA";"Nova Soure";1;"SIM";"FINALIZADO";59;28;11;8;0;106;7;4;5;4;20;2;2;2;6
1144;"Pedro de Toledo";"Municipal";29/02/12;"SP";"Pedro de Toledo";1;"SIM";"FINALIZADO";20;13;1;1;2;37;1;1;2;3;7;0;1;0;1
1145;"Riacho de Santana ";"Municipal";29/02/12;"BA";"Riacho de Santana ";1;"SIM";"FINALIZADO";36;18;15;21;14;104;3;2;2;2;9;2;1;1;4
1146;"São Sebastião";"Municipal";29/02/12;"SP";"São Sebastião";1;"SIM";"FINALIZADO";11;47;7;0;0;65;5;5;5;5;20;4;2;1;7
1147;"Simões Filho";"Municipal";29/02/12;"BA";"Simões Filho";1;"SIM";"FINALIZADO";64;37;15;5;11;132;5;5;6;4;20;4;2;1;7
1148;"Tremedal";"Municipal";29/02/12;"BA";"Tremedal";1;"SIM";"FINALIZADO";25;15;5;5;0;50;1;1;1;1;4;1;1;1;3
1149;"Agrestina ";"Municipal";01/03/12;"PE";"Agrestina ";1;"SIM";"FINALIZADO";60;51;9;0;5;125;5;5;5;5;20;8;6;2;16
1150;"Aliança";"Regional";01/03/12;"PE";"Aliança, Casinhas, Chã de Alegria, Feira Nova, Ferreiros, Machados, Passira, Paudalho, Salgadinho, Vertente do Lério";10;"SIM";"FINALIZADO";45;35;15;10;6;111;3;5;3;5;16;26;22;2;50
1151;"Carpina";"Regional";01/03/12;"PE";"Carpina, Itaquitinga, Lagoa do Carro, Lagoa do Itaenga, Tracunhaém, Vicência ";6;"SIM";"FINALIZADO";40;26;16;1;0;83;4;6;5;5;20;6;3;2;11
1152;"Gravatá";"Municipal";01/03/12;"PE";"Gravatá";1;"SIM";"FINALIZADO";58;28;8;5;5;104;5;5;4;6;20;1;1;1;3
1153;"Jurema";"Municipal";01/03/12;"PE";"Jurema";1;"SIM";"FINALIZADO";9;45;7;8;0;69;3;4;5;3;15;1;1;1;3
1154;"Petrolândia";"Livre";01/03/12;"PE";"Petrolândia";0;"SIM";"FINALIZADO";18;10;15;0;0;43;3;2;2;3;10;0;0;0;0
1155;"Vitória de Santo Antão";"Municipal";01/03/12;"PE";"Vitória de Santo Antão";1;"SIM";"FINALIZADO";20;45;7;52;25;149;5;5;5;5;20;6;2;2;10
1156;"Vitória";"Estadual";01/03/12;"ES";"Vitória";0;"SIM";"FINALIZADO";132;75;27;87;0;321;4;7;3;6;20;24;10;4;38
1157;"Bom Jesus";"Municipal";02/03/12;"PI";"Bom Jesus";1;"SIM";"NÃO RELATADA";;;;;;0;;;;;0;;;;0
1158;"Bom Conselho";"Municipal";02/03/12;"PE";"Bom Conselho";1;"SIM";"FINALIZADO";12;31;3;19;0;65;1;2;3;5;11;3;1;1;5
1159;"Bujari ";"Municipal";02/03/12;"AC";"Bujari ";1;"SIM";"FINALIZADO";6;16;5;0;0;27;4;4;5;5;18;2;3;2;7
1160;"Cupira";"Livre";02/03/12;"PE";"Cupira";0;"SIM";"FINALIZADO";7;10;4;0;0;21;0;0;9;0;9;0;0;0;0
1161;"Goiana";"Regional";02/03/12;"PE";"Goiana, Condado, Itaquitinga, Timbaúba";4;"SIM";"FINALIZADO";36;102;7;0;0;145;4;4;4;7;19;2;1;1;4
1162;"Jaboatão dos Guararapes";"Municipal";02/03/12;"PE";"Jaboatão dos Guararapes";1;"SIM";"FINALIZADO";61;46;11;4;2;124;5;5;5;5;20;24;12;4;40
1163;"Olinda";"Municipal";02/03/12;"PE";"Olinda";1;"SIM";"FINALIZADO";102;57;8;2;3;172;5;5;5;5;20;7;4;1;12
1164;"Parnamirim";"Municipal";02/03/12;"PE";"Parnamirim";1;"SIM";"FINALIZADO";45;26;7;3;0;81;5;5;5;5;20;3;2;2;7
1165;"Serrita";"Municipal";02/03/12;"PE";"Serrita";1;"SIM";"FINALIZADO";62;39;8;4;11;124;4;6;5;5;20;2;2;2;6
1166;"Sorriso";"Livre";03/03/12;"MT";"Sorriso";0;"SIM";"FINALIZADO";2;1;28;0;0;31;0;7;0;0;7;0;0;0;0
1167;"Maceió";"Livre";05/03/12;"AL";"Maceió";0;"SIM";"FINALIZADO";0;21;0;0;0;21;0;0;0;10;10;0;0;0;0
1168;"São Luís";"Estadual";06/03/12;"MA";"São Luís";0;"SIM";"FINALIZADO";178;89;28;186;69;550;3;4;6;7;20;30;12;5;47
1169;"São Raimundo Nonato";"Regional";07/03/12;"PI";"São Raimundo Nonato, Anísio de Abreu, Bonfim do Piauí, Caracol, Coronel José Dias, Dirceu Arcoverde, Dom Inocêncio, Fartura do Piauí, Guaribas, Jurema, São Braz do Piauí,São Lourenço do Piauí, Várzea Branca";13;"SIM";"FINALIZADO";142;25;24;5;16;212;6;3;5;6;20;7;3;1;11
1170;"Canhoba";"Municipal";08/03/12;"SE";"Canhoba";1;"SIM";"FINALIZADO";22;7;10;0;0;39;6;7;4;3;20;7;3;2;12
1171;"Macapá ";"Livre";08/03/12;"AP";"Macapá - UEAP - Calouros";0;"SIM";"FINALIZADO";140;3;0;0;0;143;0;0;0;10;10;0;0;0;0
1172;"Maceió";"Livre";08/03/12;"AL";"Maceió";0;"SIM";"FINALIZADO";20;0;0;0;0;20;0;0;0;10;10;0;0;0;0
1173;"Rio de Janeiro ";"Livre";08/03/12;"RJ";"Rio de Janeiro - COE";0;"SIM";"FINALIZADO";6;3;1;0;0;10;4;3;1;1;9;0;0;0;0
1174;"Rio de Janeiro ";"Livre";08/03/12;"RJ";"Rio de Janeiro - CRC";0;"SIM";"FINALIZADO";0;10;0;0;0;10;1;1;1;1;4;0;0;0;0
1175;"Volta Redonda";"Livre";08/03/12;"RJ";"Volta Redonda";0;"SIM";"FINALIZADO";21;0;1;0;0;22;0;10;0;0;10;0;0;0;0
1176;"Aracaju";"Municipal";09/03/12;"SE";"Aracaju";1;"SIM";"FINALIZADO";162;71;38;4;1;276;1;5;5;9;20;7;1;2;10
1177;"João Pessoa";"Livre";09/03/12;"PB";"João Pessoa";0;"SIM";"FINALIZADO";5;11;9;0;0;25;0;0;10;0;10;0;0;0;0
1178;"Brasília";"Estadual";09/03/12;"DF";"Brasília";0;"SIM";"FINALIZADO";218;94;38;0;52;402;6;7;3;4;20;17;7;3;27
1179;"Maués";"Livre";10/03/12;"AM";"Maués";0;"SIM";"FINALIZADO";31;2;2;0;0;35;2;2;2;4;10;0;0;0;0
1180;"Queimados";"Livre";10/03/12;"RJ";"Queimados";0;"SIM";"FINALIZADO";69;0;4;0;0;73;2;2;2;4;10;0;0;0;0
1181;"São Paulo";"Livre";10/03/12;"SP";"São Paulo";0;"SIM";"FINALIZADO";47;1;8;0;0;56;0;10;0;0;10;0;0;0;0
1182;"Manaus";"Livre";13/03/12;"AM";"Manaus";0;"SIM";"FINALIZADO";1;0;23;0;0;24;0;0;8;3;11;0;0;0;0
1183;"Manaus ";"Livre";14/03/12;"AM";"Manaus - IFAM";0;"SIM";"FINALIZADO";0;0;1;0;0;1;0;0;3;0;3;0;0;0;0
1184;"Manaus";"Livre";14/03/12;"AM";"Manaus";0;"SIM";"FINALIZADO";59;3;0;0;0;62;10;0;0;0;10;0;0;0;0
1185;"Belo Horizonte";"Estadual";14/03/12;"MG";"Belo Horizonte";0;"SIM";"FINALIZADO";183;124;78;81;31;497;6;4;4;6;20;36;14;6;56
1186;"Natal";"Estadual";14/03/12;"RN";"Natal";0;"SIM";"FINALIZADO";96;44;29;73;3;245;5;4;4;7;20;24;10;4;38
1187;"Teresina";"Livre";15/03/12;"PI";"Teresina";0;"SIM";"FINALIZADO";73;0;0;0;0;73;0;8;0;0;8;0;0;0;0
1188;"Terezinha";"Municipal";15/03/12;"PE";"Terezinha";1;"SIM";"FINALIZADO";1;19;4;2;0;26;1;1;1;1;4;1;2;0;3
1189;"João Pessoa";"Estadual";15/03/12;"PB";"João Pessoa";0;"SIM";"FINALIZADO";92;62;22;75;49;300;6;4;3;7;20;24;10;4;38
1190;"Porto Alegre";"Estadual";15/03/12;"RS";"Porto Alegre";0;"SIM";"FINALIZADO";305;353;98;0;100;856;7;4;5;4;20;36;14;6;56
1191;"Dourados";"Livre";16/03/12;"MS";"Dourados";0;"SIM";"FINALIZADO";5;0;0;0;0;5;8;0;0;0;8;0;0;0;0
1192;"Dourados";"Livre";16/03/12;"MS";"Dourados";0;"SIM";"FINALIZADO";4;0;0;0;0;4;3;0;0;0;3;0;0;0;0
1193;"Recife";"Livre";16/03/12;"PE";"Recife";0;"SIM";"FINALIZADO";1;19;0;0;0;20;0;0;0;10;10;0;0;0;0
1194;"São Paulo";"Livre";16/03/12;"SP";"São Paulo";0;"SIM";"FINALIZADO";50;60;18;0;0;128;2;5;1;2;10;0;0;0;0
1195;"Montes Altos ";"Livre";17/03/12;"MA";"Montes Altos - Aldeia indígena Kirikati";0;"SIM";"NÃO RELATADA";;;;;;;;;;;0;;;;0
1196;"Balsas";"Livre";17/03/12;"MA";"Balsas";0;"SIM";"FINALIZADO";0;0;60;0;0;60;0;0;10;0;10;0;0;0;0
1197;"Parintins";"Livre";17/03/12;"AM";"Parintins";0;"SIM";"FINALIZADO";58;5;8;0;0;71;2;2;4;2;10;0;0;0;0
1198;"Rio Grande da Serra";"Livre";17/03/12;"SP";"Rio Grande da Serra";0;"SIM";"FINALIZADO";47;23;10;0;0;80;1;4;3;2;10;0;0;0;0
1199;"Santos";"Livre";17/03/12;"SP";"Santos";0;"SIM";"FINALIZADO";32;3;2;0;0;37;2;6;0;2;10;0;0;0;0
1200;"Curitiba";"Estadual";17/03/12;"PR";"Curitiba";0;"SIM";"FINALIZADO";288;159;51;33;48;579;6;5;2;7;20;36;14;6;56
1201;"Rio de Janeiro";"Estadual";17/03/12;"RJ";"Rio de Janeiro";0;"SIM";"FINALIZADO";210;92;50;83;24;459;3;6;5;6;20;36;14;6;56
1202;"Brasilia Edemocracia";"Virtual";19/03/12;"DF";"Brasilia";0;"SIM";"FINALIZADO";2690;0;0;0;0;2690;20;20;20;20;80;0;0;0;0
1203;"Abel Figueiredo";"Livre";19/03/12;"PA";"Abel Figueiredo";0;"SIM";"FINALIZADO";20;5;8;0;0;33;0;0;0;1;1;0;0;0;0
1204;"Parintins";"Livre";19/03/12;"AM";"Parintins";0;"SIM";"FINALIZADO";150;8;5;0;0;163;2;8;0;0;10;0;0;0;0
1205;"Belo Horizonte ";"Livre";20/03/12;"MG";"Belo Horizonte - UNA";0;"SIM";"FINALIZADO";18;0;0;0;0;18;7;0;0;0;7;0;0;0;0
1206;"Belo Horizonte ";"Livre";20/03/12;"MG";"Belo Horizonte - UNA - Aimorés";0;"SIM";"FINALIZADO";21;0;0;0;0;21;5;0;0;0;5;0;0;0;0
1207;"Cuiabá";"Estadual";20/03/12;"MT";"Cuiabá";0;"SIM";"FINALIZADO";100;41;30;5;5;181;5;5;5;5;20;24;10;4;38
1208;"Curitiba";"Livre";20/03/12;"PR";"Curitiba";0;"SIM";"FINALIZADO";8;4;1;0;0;13;2;3;2;3;10;0;0;0;0
1209;"Florianópolis";"Livre";20/03/12;"SC";"Florianópolis";0;"SIM";"FINALIZADO";13;1;8;0;0;22;0;5;5;0;10;0;0;0;0
1210;"Maceió ";"Livre";20/03/12;"AL";"Maceió - SEAS";0;"SIM";"FINALIZADO";0;36;0;0;0;36;0;0;0;10;10;0;0;0;0
1211;"Maracaju";"Livre";20/03/12;"MS";"Maracaju";0;"SIM";"FINALIZADO";27;20;17;0;0;64;1;4;2;3;10;0;0;0;0
1212;"São Luís";"Livre";20/03/12;"MA";"São Luís";0;"SIM";"FINALIZADO";86;0;0;0;0;86;0;0;0;10;10;0;0;0;0
1213;"São Luís";"Livre";20/03/12;"MA";"São Luís";0;"SIM";"FINALIZADO";60;0;0;0;0;60;10;0;0;0;10;0;0;0;0
1214;"Belo Horizonte";"Livre";21/03/12;"MG";"Belo Horizonte";0;"SIM";"FINALIZADO";18;0;0;0;0;18;0;0;0;10;10;0;0;0;0
1215;"Belo Horizonte ";"Livre";21/03/12;"MG";"Belo Horizonte - UNA - Direito - Manhã";0;"SIM";"FINALIZADO";16;2;0;0;0;18;10;0;0;0;10;0;0;0;0
1216;"Guarapari";"Livre";21/03/12;"ES";"Guarapari";0;"SIM";"FINALIZADO";22;0;1;0;0;23;0;10;0;0;10;0;0;0;0
1217;"Maceió ";"Livre";21/03/12;"AL";"Maceió - Faculdade Maurício de Nassau";0;"SIM";"FINALIZADO";121;0;0;0;0;121;0;0;0;10;10;0;0;0;0
1218;"São Cristóvão";"Livre";21/03/12;"SE";"São Cristóvão";0;"SIM";"FINALIZADO";0;0;12;0;0;12;0;0;10;0;10;0;0;0;0
1219;"Angical do Piauí";"Livre";22/03/12;"PI";"Angical do Piauí";0;"SIM";"FINALIZADO";50;5;1;0;0;56;0;0;0;10;10;0;0;0;0
1220;"Aracaju";"Livre";22/03/12;"SE";"Aracaju";0;"SIM";"FINALIZADO";54;0;0;0;0;54;4;5;0;1;10;0;0;0;0
1221;"Cruzeiro do Sul";"Livre";22/03/12;"AC";"Cruzeiro do Sul";0;"SIM";"FINALIZADO";26;0;0;0;0;26;0;0;0;10;10;0;0;0;0
1222;"Fortaleza";"Livre";22/03/12;"CE";"Fortaleza";0;"SIM";"FINALIZADO";22;68;0;0;0;90;3;3;0;4;10;0;0;0;0
1223;"Sertãozinho";"Livre";22/03/12;"PB";"Sertãozinho";0;"SIM";"FINALIZADO";56;48;10;0;0;114;2;3;2;3;10;0;0;0;0
1224;"Palmas";"Estadual";22/03/12;"TO";"Palmas";0;"SIM";"FINALIZADO";78;46;17;113;103;357;8;5;4;3;20;18;7;3;28
1225;"Ananindeua";"Livre";23/03/12;"PA";"Ananindeua";0;"SIM";"FINALIZADO";0;0;79;0;0;79;6;0;4;0;10;0;0;0;0
1226;"Aracaju";"Livre";23/03/12;"SE";"Aracaju";0;"SIM";"FINALIZADO";28;0;0;0;0;28;0;10;0;0;10;0;0;0;0
1227;"Crateús";"Livre";23/03/12;"CE";"Crateús";0;"SIM";"FINALIZADO";34;1;33;0;0;68;0;4;3;3;10;0;0;0;0
1228;"Cruzeiro do Sul";"Livre";23/03/12;"AC";"Cruzeiro do Sul";0;"SIM";"FINALIZADO";0;0;15;0;0;15;0;0;10;0;10;0;0;0;0
1229;"Recife ";"Livre";23/03/12;"PE";"Recife - UFPE";0;"SIM";"FINALIZADO";63;0;0;0;0;63;10;0;0;0;10;0;0;0;0
1230;"São Paulo";"Livre";23/03/12;"SP";"São Paulo";0;"SIM";"FINALIZADO";11;4;24;0;0;39;2;3;3;2;10;0;0;0;0
1231;"Turiaçu";"Livre";23/03/12;"MA";"Turiaçu";0;"SIM";"FINALIZADO";41;24;1;0;0;66;0;0;0;10;10;0;0;0;0
1232;"Assis";"Livre";24/03/12;"SP";"Assis";0;"SIM";"FINALIZADO";63;16;9;0;0;88;2;3;2;3;10;0;0;0;0
1233;"Uiramutã ";"Livre";24/03/12;"RR";"Uiramutã ";0;"SIM";"FINALIZADO";305;12;8;0;0;325;2;4;3;1;10;0;0;0;0
1234;"Blumenau";"Livre";26/03/12;"SC";"Blumenau";0;"SIM";"FINALIZADO";52;13;2;0;0;67;0;0;0;10;10;0;0;0;0
1235;"Brusque";"Livre";26/03/12;"SC";"Brusque";0;"SIM";"FINALIZADO";18;0;5;0;0;23;0;4;6;0;10;0;0;0;0
1236;"Guarapuava";"Livre";26/03/12;"PR";"Guarapuava";0;"SIM";"FINALIZADO";29;0;0;0;0;29;0;0;0;7;7;0;0;0;0
1237;"Maceió";"Livre";26/03/12;"AL";"Maceió";0;"SIM";"FINALIZADO";3;2;7;0;0;12;0;0;10;0;10;0;0;0;0
1238;"Maceió ";"Livre";26/03/12;"AL";"Maceió - UFAL";0;"SIM";"FINALIZADO";170;2;0;0;0;172;0;10;0;0;10;0;0;0;0
1239;"Recife";"Livre";26/03/12;"PE";"Recife";0;"SIM";"FINALIZADO";18;5;15;0;0;38;2;3;2;3;10;0;0;0;0
1240;"Caldas Novas";"Livre";27/03/12;"GO";"Caldas Novas";0;"SIM";"FINALIZADO";145;7;0;0;0;152;0;0;0;10;10;0;0;0;0
1241;"Caldas Novas";"Livre";27/03/12;"GO";"Caldas Novas";0;"SIM";"FINALIZADO";0;0;16;0;0;16;0;0;8;0;8;0;0;0;0
1242;"Feijó";"Livre";27/03/12;"AC";"Feijó";0;"SIM";"FINALIZADO";40;2;4;0;0;46;0;0;0;10;10;0;0;0;0
1243;"Uruçuí";"Livre";27/03/12;"PI";"Uruçuí";0;"SIM";"FINALIZADO";0;0;54;0;0;54;0;0;10;0;10;0;0;0;0
1244;"Porto Real do Colégio";"Livre";28/03/12;"AL";"Porto Real do Colégio";0;"SIM";"NÃO RELATADA";;;;;;0;;;;;0;;;;0
1245;"Barra de São Francisco";"Livre";28/03/12;"ES";"Barra de São Francisco";0;"SIM";"FINALIZADO";3;9;0;0;0;12;0;10;0;0;10;0;0;0;0
1246;"Belo Horizonte";"Livre";28/03/12;"MG";"Belo Horizonte";0;"SIM";"FINALIZADO";10;60;38;0;0;108;0;0;10;0;10;0;0;0;0
1247;"Belo Horizonte";"Livre";28/03/12;"MG";"Belo Horizonte";0;"SIM";"FINALIZADO";32;2;0;0;0;34;10;0;0;0;10;0;0;0;0
1248;"Bom Jardim";"Livre";28/03/12;"RJ";"Bom Jardim";0;"SIM";"FINALIZADO";3;3;20;0;0;26;0;0;10;0;10;0;0;0;0
1249;"Caruaru ";"Livre";28/03/12;"PE";"Caruaru - Faculdade Asces";0;"SIM";"FINALIZADO";126;3;4;0;0;133;6;4;0;0;10;0;0;0;0
1250;"Caruaru ";"Livre";28/03/12;"PE";"Caruaru - Faculdade Asces";0;"SIM";"FINALIZADO";127;2;2;0;0;131;2;6;0;2;10;0;0;0;0
1251;"Catalão ";"Livre";28/03/12;"GO";"Catalão - UFG";0;"SIM";"FINALIZADO";238;0;0;0;0;238;0;0;0;10;10;0;0;0;0
1252;"Curitiba";"Livre";28/03/12;"PR";"Curitiba";0;"SIM";"FINALIZADO";20;0;0;0;0;20;0;5;0;5;10;0;0;0;0
1253;"Fortaleza";"Livre";28/03/12;"CE";"Fortaleza";0;"SIM";"FINALIZADO";46;1;43;0;0;90;0;6;4;0;10;0;0;0;0
1254;"João Pessoa";"Livre";28/03/12;"PB";"João Pessoa";0;"SIM";"FINALIZADO";113;0;0;0;0;113;10;0;0;0;10;0;0;0;0
1255;"Piraquara";"Livre";28/03/12;"PR";"Piraquara";0;"SIM";"FINALIZADO";7;2;21;0;0;30;0;0;10;0;10;0;0;0;0
1256;"Porto Alegre";"Livre";28/03/12;"RS";"Porto Alegre";0;"SIM";"FINALIZADO";40;0;0;0;0;40;10;0;0;0;10;0;0;0;0
1257;"São José";"Livre";28/03/12;"SC";"São José";0;"SIM";"FINALIZADO";11;1;1;0;0;13;0;7;0;0;7;0;0;0;0
1258;"São Paulo";"Livre";28/03/12;"SP";"São Paulo";0;"SIM";"FINALIZADO";20;1;0;0;0;21;4;2;0;4;10;0;0;0;0
1259;"Aracaju";"Estadual";28/03/12;"SE";"Aracaju";0;"SIM";"FINALIZADO";217;63;74;33;63;450;6;4;5;5;20;18;7;3;28
1260;"Macapá";"Estadual";29/03/12;"AP";"Macapá";0;"SIM";"FINALIZADO";90;47;19;21;6;183;3;4;5;8;20;18;7;3;28
1261;"Salvador";"Estadual";29/03/12;"BA";"Salvador";0;"SIM";"FINALIZADO";174;118;39;47;67;445;5;5;2;8;20;36;14;6;56
1262;"Campo Grande";"Estadual";29/03/12;"MS";"Campo Grande";0;"SIM";"FINALIZADO";125;78;25;83;20;331;6;4;1;9;20;18;7;3;28
1263;"Belém";"Estadual";29/03/12;"PA";"Belém";0;"SIM";"FINALIZADO";369;137;63;245;343;1157;7;5;3;5;20;30;12;5;47
1264;"Afogados da Ingazeira";"Livre";29/03/12;"PE";"Afogados da Ingazeira";0;"SIM";"FINALIZADO";85;0;0;0;0;85;0;0;10;0;10;0;0;0;0
1265;"Brasília";"Livre";29/03/12;"DF";"Brasília";0;"SIM";"FINALIZADO";9;0;0;0;0;9;0;0;0;10;10;0;0;0;0
1266;"Coroatá";"Livre";29/03/12;"MA";"Coroatá";0;"SIM";"FINALIZADO";19;18;183;0;0;220;0;0;10;0;10;0;0;0;0
1267;"Curitiba";"Livre";29/03/12;"PR";"Curitiba";0;"SIM";"FINALIZADO";22;0;0;0;0;22;5;5;0;0;10;0;0;0;0
1268;"Itabira";"Livre";29/03/12;"MG";"Itabira";0;"SIM";"FINALIZADO";7;0;0;0;0;7;2;2;4;2;10;0;0;0;0
1269;"Joinville";"Livre";29/03/12;"SC";"Joinville";0;"SIM";"FINALIZADO";2;3;17;0;0;22;0;0;10;0;10;0;0;0;0
1270;"Mamanguape";"Livre";29/03/12;"PB";"Mamanguape";0;"SIM";"FINALIZADO";240;0;0;0;0;240;0;0;0;10;10;0;0;0;0
1271;"Mantena";"Livre";29/03/12;"MG";"Mantena";0;"SIM";"FINALIZADO";39;3;0;0;0;42;0;10;0;0;10;0;0;0;0
1272;"Nova Friburgo";"Livre";29/03/12;"RJ";"Nova Friburgo";0;"SIM";"FINALIZADO";48;1;1;0;0;50;1;3;2;4;10;0;0;0;0
1273;"São Paulo";"Livre";29/03/12;"SP";"São Paulo";0;"SIM";"FINALIZADO";89;0;1;0;0;90;3;5;0;2;10;0;0;0;0
1274;"Porto Velho";"Estadual";29/03/12;"RO";"Porto Velho";0;"SIM";"FINALIZADO";70;29;28;170;8;305;6;5;4;5;20;18;7;3;28
1275;"Maceió";"Estadual";30/03/12;"AL";"Maceió";0;"SIM";"FINALIZADO";174;77;37;66;18;372;4;5;5;6;20;24;10;4;38
1276;"Belo Horizonte";"Livre";30/03/12;"MG";"Belo Horizonte";0;"SIM";"FINALIZADO";9;2;7;0;0;18;0;0;9;0;9;0;0;0;0
1277;"Belo Horizonte ";"Livre";30/03/12;"MG";"Belo Horizonte - Unifenas - Direito - 10º P";0;"SIM";"FINALIZADO";18;1;0;0;0;19;6;0;0;0;6;0;0;0;0
1278;"Belo Horizonte ";"Livre";30/03/12;"MG";"Belo Horizonte - Unifenas - Direito - 1º P";0;"SIM";"FINALIZADO";43;1;0;0;0;44;0;0;0;9;9;0;0;0;0
1279;"Brasília";"Livre";30/03/12;"DF";"Brasília";0;"SIM";"FINALIZADO";0;49;0;0;0;49;2;2;4;2;10;0;0;0;0
1280;"Cantá ";"Livre";30/03/12;"RR";"Cantá - Comunidade Malacacheta";0;"SIM";"FINALIZADO";42;43;4;0;0;89;2;3;3;2;10;0;0;0;0
1281;"Florianópolis";"Livre";30/03/12;"SC";"Florianópolis";0;"SIM";"FINALIZADO";20;0;0;0;0;20;4;2;1;3;10;0;0;0;0
1282;"Fortaleza";"Livre";30/03/12;"CE";"Fortaleza";0;"SIM";"FINALIZADO";70;0;0;0;0;70;2;2;3;3;10;0;0;0;0
1283;"Maricá";"Livre";30/03/12;"RJ";"Maricá";0;"SIM";"FINALIZADO";28;0;14;0;0;42;0;0;0;10;10;0;0;0;0
1284;"Monsenhor Hipólito";"Livre";30/03/12;"PI";"Monsenhor Hipólito";0;"SIM";"FINALIZADO";0;0;31;0;0;31;0;0;10;0;10;0;0;0;0
1285;"Novo Hamburgo";"Livre";30/03/12;"RS";"Novo Hamburgo";0;"SIM";"FINALIZADO";3;0;7;0;0;10;10;0;0;0;10;0;0;0;0
1286;"Pacaraima";"Livre";30/03/12;"RR";"Pacaraima";0;"SIM";"FINALIZADO";85;12;5;0;0;102;1;3;2;4;10;0;0;0;0
1287;"Palhoça";"Livre";30/03/12;"SC";"Palhoça";0;"SIM";"FINALIZADO";20;1;10;0;0;31;0;5;5;0;10;0;0;0;0
1288;"Palmas";"Livre";30/03/12;"TO";"Palmas";0;"SIM";"FINALIZADO";20;1;3;0;0;24;2;4;0;4;10;0;0;0;0
1289;"Quatro Barras";"Livre";30/03/12;"PR";"Quatro Barras";0;"SIM";"FINALIZADO";3;4;18;0;0;25;0;0;10;0;10;0;0;0;0
1290;"Seropédica";"Livre";30/03/12;"RJ";"Seropédica";0;"SIM";"FINALIZADO";5;8;0;0;0;13;1;0;0;0;1;0;0;0;0
1291;"São Paulo";"Estadual";30/03/12;"SP";"São Paulo";0;"SIM";"FINALIZADO";231;123;66;22;55;497;6;7;2;5;20;48;19;8;75
1292;"Brasília";"Livre";31/03/12;"DF";"Brasília";0;"SIM";"FINALIZADO";11;0;0;0;0;11;0;0;10;0;10;0;0;0;0
1293;"Cametá";"Livre";31/03/12;"PA";"Cametá";0;"SIM";"FINALIZADO";91;1;1;0;0;93;4;3;1;2;10;0;0;0;0
1294;"Massachusetts";"Livre";31/03/12;"USA";"MIT - Massachusetts, USA ";0;"SIM";"FINALIZADO";25;26;29;0;0;80;10;0;0;0;10;0;0;0;0
1295;"Salesópolis";"Livre";31/03/12;"SP";"Salesópolis";0;"SIM";"FINALIZADO";21;6;3;0;0;30;10;0;0;0;10;0;0;0;0
1296;"Salvador";"Livre";31/03/12;"BA";"Salvador";0;"SIM";"FINALIZADO";102;7;3;0;0;112;2;1;1;0;4;0;0;0;0
1297;"Rio Branco";"Estadual";02/04/12;"AC";"Rio Branco";0;"SIM";"FINALIZADO";68;64;9;8;11;160;4;7;3;6;20;18;7;3;28
1298;"Recife";"Estadual";02/04/12;"PE";"Recife";0;"SIM";"FINALIZADO";140;74;28;11;4;257;5;5;5;5;20;30;12;5;47
1299;"Armação dos Búzios";"Livre";02/04/12;"RJ";"Armação dos Búzios";0;"SIM";"FINALIZADO";10;3;5;0;0;18;0;0;2;6;8;0;0;0;0
1300;"Belém";"Livre";02/04/12;"PA";"Belém";0;"SIM";"FINALIZADO";52;0;0;0;0;52;10;0;0;0;10;0;0;0;0
1301;"Campo Grande";"Livre";02/04/12;"MS";"Campo Grande";0;"SIM";"FINALIZADO";53;1;0;0;0;54;2;3;2;3;10;0;0;0;0
1302;"Itabira";"Livre";02/04/12;"MG";"Itabira";0;"SIM";"FINALIZADO";10;1;0;0;0;11;3;2;2;3;10;0;0;0;0
